movie_id,canonical_key,sources,num_sources,title,release_year,imdb_rating,imdb_votes,genre,description,poster_url,language,imdb_id
234,i fall down_2013.0,['imdb'],1,I Fall Down,2013.0,87.0,2718.0,"Drama, Horror","I FALL DOWN is the story of Annessa, a lonely teenage girl who befriends Charlie, a disfigured man-child who lives alone in the woods. As their friendship develops, their lives begin to spiral out of control when they are confronted with prejudice and Charlie's own violent, primal nature.",http://ia.media-imdb.com/images/M/MV5BMTA4NTExNzEyMTVeQTJeQWpwZ15BbWU4MDQ1Njg1NTAx._V1_SX300.jpg,English                  ,tt3294974
235,ashes of the phoenix_2013.0,['imdb'],1,Ashes of the Phoenix,2013.0,87.0,2718.0,"Crime, Drama, Thriller","This story surrounds Jeremiah Bennett and Jacobi Gains; two college students that have managed to escape their very devastating past with the exception of a few lose ends. When Jacobi and Jeremiah end up at the same school and cross paths, they will soon discover that they have more in common than they could ever imagine. When their history catches up with them via the crime mogul ""ACE"", the two find that they will need a bit of help from a few fellow misfits to rid themselves of their troubles forever. Friendship, courage, intelligence and love find our heroes in this life changing adventure and they will be Phoenixes reborn from the ashes.",http://ia.media-imdb.com/images/M/MV5BNzkyMTgxOTQ0NF5BMl5BanBnXkFtZTgwOTk3OTg4MTE@._V1_SX300.jpg,English                  ,tt3304874
236,3 references_2013.0,['imdb'],1,3 References,2013.0,87.0,2718.0,"Comedy, Drama, Romance","Nick was always kind of a dirt-bag with women. Then he falls in love with Michelle. But before he can have a chance with her, he must get her three letters of recommendation and face the full fury of his chauvinistic past.",http://ia.media-imdb.com/images/M/MV5BMjM1ODk0NTY3MF5BMl5BanBnXkFtZTcwNDYzMTA3OQ@@._V1_SX300.jpg,English                  ,tt2980480
237,all the lost souls_2013.0,['imdb'],1,All the Lost Souls,2013.0,87.0,2718.0,"Drama, Romance","Saira is a talented young Indian actress living and working in Prague with her boyfriend, Marcus, an out of work British actor. Troubled by her past, her drug addiction, the difficult relationship with Marcus and with the struggles with finding good work, Saira finds refuge in the arms of Kevin, a banker turned filmmaker, trying to redeem himself for the accidental death of his ex - girlfriend, Melissa. Saira and Kevin fall in love after she is cast to play the lead in Kevin's independent feature film, but her drug addiction comes in the way of her creative pursuits and her fragile relationship with Kevin and threatens to destroy everything she aspires to be.",http://ia.media-imdb.com/images/M/MV5BMTY1NjA2OTE3Nl5BMl5BanBnXkFtZTcwMjg2Mjg0OQ@@._V1_SX300.jpg,English                  ,tt2807910
238,colorless green_2013.0,['imdb'],1,Colorless Green,2013.0,87.0,2718.0,"Drama, Thriller","After a devastating bomb attack at the state supreme court, a local high school computer hacker discovers a revolutionary new program that might track down those responsible.",http://ia.media-imdb.com/images/M/MV5BMTc3NzE2OTgyM15BMl5BanBnXkFtZTgwNDk1NTc0MjE@._V1_SX300.jpg,English                  ,tt3266366
239,lotus til reckoning_2013.0,['imdb'],1,A Lotus Til Reckoning,2013.0,87.0,2718.0,Drama,"In this hard-hitting, raw, emotional drama, a small Christmas dinner party takes a bizarre turn after Shelby and her two married friends take an exotic drug and begin to question their respective husband's fidelity. After Jessica confronts her husband, Clark, and Shelby breaks a framed painting finding a letter from her husband's ex-fiance, it seems their paranoia might not be simply a result of their altered state.",http://ia.media-imdb.com/images/M/MV5BNTYzNDg2MDg4Ml5BMl5BanBnXkFtZTcwODM4ODc2OQ@@._V1_SX300.jpg,English                  ,tt2959606
240,na alii of comedy the movie_2013.0,['imdb'],1,Na Alii of Comedy The Movie,2013.0,87.0,2718.0,Comedy,"Follow comedy legends Andy Bumatai, Mel Cabang, Frank Delima, Ed Kaahea, and Augie Tulba as they embark on a epic historic comedy tour around the state of Hawaii.",http://ia.media-imdb.com/images/M/MV5BMTQ0MzI3MTUyMl5BMl5BanBnXkFtZTcwNzA3MjU1OQ@@._V1_SX300.jpg,English                  ,tt2918012
241,optimistic chaos_2013.0,['imdb'],1,Optimistic Chaos,2013.0,87.0,2718.0,Adventure,"On January 3, 2012, award winning filmmaker Benjamin Meade and musician Danny Cox traveled to Haiti in an attempt to bring American Roots Music to a small village on the Northwest Coast. They found themselves stuck in an a poor lawless culture under extremely dangerous and life threatening conditions. To further complicate things, the trip was sponsored in part by a missions organization dead set on religious conversion of the Haitian people in the midst of the starvation, disease and mental illness. Much of images captured in this film were shot in places and of subject matter that even Haitian people never experience. Although the music is incredible and the scenery breathtaking, the omnipresent danger to the crew and horrific images of the people were enough to send any person over the edge. There will not be a film anything like this for a long time.....Guaranteed.",http://ia.media-imdb.com/images/M/MV5BMTQ2NTE1Mzg1NV5BMl5BanBnXkFtZTgwMTA4NjkzMDE@._V1_SX300.jpg,English                  ,tt2658612
242,to pull a stunt_2013.0,['imdb'],1,To Pull a Stunt,2013.0,87.0,2718.0,"Drama, Family","A young stunt player (Lily) of indie films replaces a legendary stunt woman in a major film and finds that she is not fitting in. Surprisingly though, the top actress (Kate McCloud) reaches out as a friend and Lily also catches the eye of an actor (Tom Briggs). Kate soon notices that it is becoming more dangerous for Lily ""to pull a stunt"" at the hands of an unwelcoming stunt crew.",http://ia.media-imdb.com/images/M/MV5BMjc5MDczMzU1N15BMl5BanBnXkFtZTgwNDczNjM3MTE@._V1_SX300.jpg,English                  ,tt3651654
243,shade of dawn_2013.0,['imdb'],1,A Shade of Dawn,2013.0,87.0,2718.0,"Drama, Mystery, Thriller","Two young women confront a changing dynamic when one gets engaged to be married and the other claims to receive a cryptic message from a mysterious, supernatural stranger.",http://ia.media-imdb.com/images/M/MV5BMTM4ODIwMDY5MV5BMl5BanBnXkFtZTgwODA2MzA1MDE@._V1_SX300.jpg,English                  ,tt3166638
244,murphys ridge_2013.0,['imdb'],1,Murphys Ridge,2013.0,87.0,2718.0,"Crime, Drama, Thriller",A soldier with a history of PTSD finds himself caught up in a small town's serial killer investigation.,http://ia.media-imdb.com/images/M/MV5BMzY0ODk4MzE0N15BMl5BanBnXkFtZTgwNTM5NDY2MDE@._V1_SX300.jpg,English                  ,tt2634942
245,egest_2013.0,['imdb'],1,Egest,2013.0,87.0,2718.0,Horror,"Sometimes life is not over even in death. Being picked on in school and throughout life because of being handicapped, Johnny Kershaw finally gets the revenge he always wanted. Kershaw mysteriously gets lured into the void by lost souls who want use him to bring more living souls for them to be able to seek revenge. No one suspects that the school elevator is the passage way to the Void. Security last reveals Johnny Kershaw entering the elevator but never walking out. It is up to the spirit healers and good doers to find their friends and rescue Johnny Kershaw from the spell the voided souls have him under.",http://ia.media-imdb.com/images/M/MV5BMTQ3NTEzNjE2N15BMl5BanBnXkFtZTgwNzIzMzU1MTE@._V1_SX300.jpg,English                  ,tt3640270
246,blisters for blighty the curious world of race walking_2013.0,['imdb'],1,Blisters for Blighty The Curious World of Race Walking,2013.0,87.0,2718.0,Comedy,"In an expose of The Olympics' most misunderstood event, the Race Walk, Blisters for Blighty looks at the strain on the lives of four of Britain's best walkers as they try to qualify for Team GB and the 2012 London games.",http://ia.media-imdb.com/images/M/MV5BMjI2NTgyODU2OF5BMl5BanBnXkFtZTgwMTA0ODA2MDE@._V1_SX300.jpg,English                  ,tt3205142
247,living with no regrets_2013.0,['imdb'],1,Living with No Regrets,2013.0,87.0,2718.0,Crime,"Meet Malcolm (Alonzo Herran Jr.). Young, Black and Living in America. Born into the rough streets of Newark, NJ he had 3 strikes against him when he made his mark in the world. Growing up in the projects taught him at a young age how to be a survivor. And a survivor he was. Hustling was an art for Malcolm and a hustler he was. Getting money was his thing, but with more money comes more problems. Roll with Malcolm and his crew, Ibn (Usman Sharif), Mark (Hassan Oliver), LQ (Malik Barrett), and Fredro (Raheem Ali) as they show you valuable life lessons and how you can never play the game because the game always plays you.",http://ia.media-imdb.com/images/M/MV5BODQ4Mzk0MDY4NV5BMl5BanBnXkFtZTgwMDgyODExMTE@._V1_SX300.jpg,English                  ,tt3498658
248,liberation of james joyce_2013.0,['imdb'],1,The Liberation of James Joyce,2013.0,87.0,2718.0,"Comedy, Drama","""The Liberation of James Joyce"" is a dramedy that centers around David, a functional alcoholic, whose life is in pieces. While driving cross-country, David encounters a prostitute and a wayward teen, who will change his life. The film takes a look at a man, who has no interest in helping himself, but goes out of his way to help another.",http://ia.media-imdb.com/images/M/MV5BMjA0NTkwNTEwM15BMl5BanBnXkFtZTgwNTcwNDE3MDE@._V1_SX300.jpg,English                  ,tt2961922
249,not quite lyin eyes_2013.0,['imdb'],1,Not Quite Lyin Eyes,2013.0,87.0,2718.0,"Comedy, Drama, Romance","A nurse provides home care to a disabled Vietnam Vet. Unknown to her, she's part of a con game cooked up by her boyfriend.",http://ia.media-imdb.com/images/M/MV5BMjM2NDYzNzExN15BMl5BanBnXkFtZTgwMjkxMjg3MTE@._V1_SX300.jpg,English                  ,tt2662320
250,standup a documentary by jennifer darwin_2013.0,['imdb'],1,StandUp A Documentary by Jennifer Darwin,2013.0,87.0,2718.0,Comedy,"A mockumentary about a filmmaker who goes to the Lion's Den Comedy Club, an open-mic comedy club in Piccadilly Circus London, to find out about stand-up comedy and what being a comedian is like.",http://ia.media-imdb.com/images/M/MV5BNTk5MDc4NjIxOV5BMl5BanBnXkFtZTgwMDgzMDUwMTE@._V1_SX300.jpg,English                  ,tt2637106
251,house of another_2013.0,['imdb'],1,House of Another,2013.0,87.0,2718.0,"Drama, Thriller","During a weekend getaway, a writer escapes his failing relationship by taking refuge in the world of his latest novel.",http://ia.media-imdb.com/images/M/MV5BMTA1MzI5NzE2NjleQTJeQWpwZ15BbWU3MDg2OTc3ODg@._V1_SX300.jpg,English                  ,tt2577138
252,summers winter_2013.0,['imdb'],1,Summers Winter,2013.0,87.0,2718.0,"Drama, Mystery, Thriller","Summer Dalton's life changes forever when she witnesses her teenage sister's kidnapping. But when Summer begins investigating the crime, she uncovers truths better left buried.",http://ia.media-imdb.com/images/M/MV5BMTA5MDkyMjExMzdeQTJeQWpwZ15BbWU3MDIzNzA4ODk@._V1_SX300.jpg,English                  ,tt3040054
253,american templars_2013.0,['imdb'],1,The American Templars,2013.0,87.0,2718.0,"Action, Adventure, Thriller","Based on a best-selling novel Cabal of the Westford Knight by David S. Brody, this film explores the possibility that a group of Knights Templar explored New England and left clues to the greatest treasure in history in their wake. The Church will do anything to keep these secrets and two reluctant treasure hunters are drawn into the adventure of a lifetime. Shot on location with actual unexplained sites and artifacts, The American Templars will excite the mind and raise questions about faith, history, and the things that unite us all.",http://ia.media-imdb.com/images/M/MV5BMzMwNDI1MDM3OV5BMl5BanBnXkFtZTgwNDk4MTc4MTE@._V1_SX300.jpg,English                  ,tt3288776
